COD_ID,NOME,SUB,SUB_NOME,MUN,CONJ_CODIGO,CONJ_NOME,kVA_instalado,kW_DER,n_DER,empreendimentos_mmgd,potencia_kw_mmgd,potencia_kw_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_mesmas_chaves,diferenca_kw_mmgd_menos_bdgd_total,penetracao_gd_pct,cobertura_vs_bdgd_pct,fonte_predominante,classe_predominante,subgrupo_predominante,periodo_primeira_data,periodo_ultima_data
PVN70277,LDA ENGENOVO,1303,SETD PAVUNA,3304557,14994,PAVUNA,6645.0,404.04,80,76,373.8,373.04,0.7599999999999909,-30.24,5.625282167042889,92.51559251559252,UFV — Radiação solar,Residencial (RE),B1,2020-03-26,2025-12-22
JAB007,LDA GOIANA,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,4315.0,404.37,18,16,373.35,373.35,0.0,-31.02,8.652375434530708,92.3288077750575,UFV — Radiação solar,Comercial (CO),B3,2020-08-07,2025-11-30
AFR014,LDA SAINA,18520461,SETD ARI FRANCO,3304557,15010,ARI FRANCO,10420.0,377.69,41,41,372.69,377.69,-5.0,-5.0,3.576679462571977,98.67616299081257,UFV — Radiação solar,Residencial (RE),B1,2019-09-04,2025-12-18
CSO013,LDA GIRASSOL,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,7410.0,382.44,36,34,372.17,372.17,0.0,-10.27,5.022537112010796,97.31461144231776,UFV — Radiação solar,Residencial (RE),B1,2020-04-06,2025-11-30
TQR00002,LDA CAFUNDA,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,6980.7,429.19,55,53,371.98999999999995,370.98999999999995,1.0,-57.2,5.328835217098571,86.6725692583704,UFV — Radiação solar,Residencial (RE),B1,2019-03-29,2025-11-30
RTO008,LDA BRASILIA,18520875,SETD RETIRO,3306305,14995,RETIRO,7157.5,346.86,43,43,368.7,346.85999999999996,21.840000000000032,21.84,5.151239958085924,106.29648849679985,UFV — Radiação solar,Residencial (RE),B1,2018-10-01,2025-11-30
CRO011,LDA TOPAZIO,18521055,SETD COELHO DA ROCHA,3305109,14996,ROSALI,4575.0,372.74,56,55,368.14,366.14,2.0,-4.6,8.046775956284153,98.76589579868005,UFV — Radiação solar,Residencial (RE),B1,2019-06-14,2025-11-12
GDL0003,LDA VERMELHA,1258,SETD GUADALUPE,3304557,15036,GUADALUPE AEREO,6345.0,373.47,67,67,367.46999999999997,373.46999999999997,-6.0,-6.0,5.791489361702127,98.39344525664711,UFV — Radiação solar,Residencial (RE),B1,2019-05-17,2025-12-20
TRS005,LDA PALESTINA,18520326,SETD TRES RIOS,3306008,15087,TRES RIOS AEREO AT/MT,5285.0,527.14,30,29,366.46000000000004,502.14000000000004,-135.68,-160.68,6.933964049195837,69.51853397579391,UFV — Radiação solar,Residencial (RE),B1,2019-03-20,2025-11-30
PER0002,LDA ELEOTERIO,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,5400.0,386.11,29,27,365.26,365.26,0.0,-20.85,6.764074074074074,94.59998446038693,UFV — Radiação solar,Comercial (CO),B3,2020-03-10,2025-11-30
BAR2477,LDS 24779/LDA GUEDES/LRA GIGOIA,10385907,SETD BARRA,3304557,15013,BARRA AEREO,9757.5,366.57,46,45,363.87000000000006,363.87000000000006,0.0,-2.7,3.729131437355881,99.26344218021117,UFV — Radiação solar,Residencial (RE),B1,2019-02-22,2025-12-24
PER29500,LDA SETEMAR,1240,SETD PEDRO ERNESTO,3304557,15015,RAMOS AEREO,7372.5,387.88,39,36,363.34000000000003,363.28000000000003,0.060000000000002274,-24.54,4.928314682943371,93.67330102093432,UFV — Radiação solar,Comercial (CO),B3,2019-04-10,2025-11-30
JAB00005,LDA MANAI,18520749,SETD JABOATAO,3304557,15029,JABOATAO AEREO,4912.5,361.59,25,25,361.59000000000003,361.59000000000003,0.0,0.0,7.360610687022901,100.0,UFV — Radiação solar,Residencial (RE),B1,2020-03-02,2025-12-08
GNB33401,LDA NADRUZ,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,7312.5,359.61,51,51,359.61,359.61,0.0,0.0,4.91774358974359,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-08,2025-12-05
STC00012,LDA VIRGILIO,34192093,SETD SANTA CLARA,3304144,15052,SANTA CLARA AEREO,9142.5,358.96,34,33,358.66,355.66,3.0,-0.3,3.9229969920700025,99.91642522843772,UFV — Radiação solar,Comercial (CO),B3,2019-06-25,2025-11-30
ABR012,LDA XAVANTES,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,6240.0,356.97,32,32,356.97,356.97,0.0,0.0,5.720673076923077,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2021-03-01,2025-11-30
PDG29015,LDA ARTISTAS,10385916,SETD PORTA DAGUA,3304557,16902,PORTA DAGUA AEREO,6650.0,356.58,30,30,356.5799999999999,356.5799999999999,0.0,-0.0,5.362105263157893,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2020-12-16,2025-08-15
CSO006,LDA AZALEIA,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,13410.0,363.25,67,65,356.5300000000001,356.5300000000001,0.0,-6.72,2.6586875466070103,98.1500344115623,UFV — Radiação solar,Residencial (RE),B1,2020-02-18,2025-12-31
DMC655,LDA LONDRES,1168,SETD DEMOCRATICOS,3304557,15015,RAMOS AEREO,2947.5,355.84,13,13,355.84000000000003,355.84000000000003,0.0,0.0,12.072603901611535,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-12-06,2025-08-14
BFG1250,LDS 1250,10385934,SETD BOTAFOGO,3304557,15064,BOTAFOGO SUBTERRANEO,500.0,354.0,2,2,354.0,354.0,0.0,0.0,70.8,100.0,UFV — Radiação solar,Poder Público (PP),A4,2022-08-17,2025-04-07
BMT29822,LDA VILETA,1195,SETD BOCA DO MATO,3304557,15055,BOCA DO MATO AEREO,7837.5,353.21,51,51,353.21,353.21,0.0,0.0,4.506666666666667,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-04-26,2025-12-06
LPD33246,LDA MORIZE,10386033,SETD LEOPOLDO,3304557,15030,LEOPOLDO AEREO,4677.5,350.85,40,40,350.79999999999995,350.85,-0.05000000000006821,-0.05,7.499732763228218,99.98574889553937,UFV — Radiação solar,Residencial (RE),B1,2019-02-12,2025-12-11
CAM019,LDA REALENGO,18520488,SETD CAMARA,3304557,14991,CAMARA,4482.5,350.79,18,18,350.79,350.79,0.0,0.0,7.825766871165644,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-12-28,2025-04-07
MTC002,LDA ITAMBES,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,5445.0,350.85,35,35,350.55000000000007,350.85,-0.2999999999999545,-0.3,6.438016528925621,99.91449337323644,UFV — Radiação solar,Residencial (RE),B1,2018-08-21,2025-11-04
CHR016,LDA CATANDU,18520758,SETD CACHAMORRA,3304557,15011,CACHAMORRA,2725.0,353.06,69,68,350.06,350.06,0.0,-3.0,12.846238532110092,99.15028607035632,UFV — Radiação solar,Residencial (RE),B1,2019-05-06,2025-12-18
PER29506,LDA BRASCURI,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,4920.0,344.28,19,19,349.46,344.28,5.180000000000007,5.18,7.102845528455284,101.50458928778902,UFV — Radiação solar,Comercial (CO),B3,2018-08-15,2025-08-21
ABR00019,LDA HELIOPOLIS,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,10785.0,354.57,32,31,345.77,352.57,-6.800000000000011,-8.8,3.20602688919796,97.51812054037285,UFV — Radiação solar,Residencial (RE),B1,2020-04-22,2025-11-14
GDN0020,LDS 61156,457474244,SETD GARDENIA,3304557,16903,GARDENIA,215.0,343.75,15,15,343.75,343.75,0.0,0.0,159.88372093023256,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-11-18,2022-04-04
BPN29915,LDA SANTIAGO,1159,SETD BRAS DE PINA,3304557,15017,BRAS DE PINA,5152.5,589.416,23,22,342.01,342.01,0.0,-247.406,6.637748665696264,58.02523175482172,UFV — Radiação solar,Comercial (CO),B3,2019-10-04,2025-12-12
WLS00015,LDA ALMIDARE,18519994,SETD WASHINGTON LUIS,3301702,15073,WASHINGTON LUIS AEREO,7432.5,341.83,27,27,341.83000000000004,341.83000000000004,0.0,0.0,4.599125462495796,100.00000000000003,UFV — Radiação solar,Residencial (RE),B1,2019-05-06,2025-11-13
NIG014,LDA GETULIO,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,7560.0,415.39,40,39,341.57000000000005,413.39000000000004,-71.82,-73.82,4.518121693121694,82.22874888658853,UFV — Radiação solar,Comercial (CO),B3,2018-09-28,2025-12-31
CMS015,LDA PACI,18520839,SETD COSMOS,3304557,16897,COSMOS,11557.5,442.5,31,28,341.4,361.5,-20.100000000000023,-101.1,2.953926022063595,77.15254237288136,UFV — Radiação solar,Residencial (RE),B1,2019-09-20,2025-07-18
CLG0016,LDA SAMIN,1249,SETD COLEGIO,3304557,15021,COLEGIO AEREO,10620.0,343.02,54,53,341.22,341.72,-0.5,-1.8,3.212994350282486,99.47524925660312,UFV — Radiação solar,Residencial (RE),B1,2019-12-26,2025-11-30
NIG002,LDA FORUM,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,6355.0,475.582,23,21,340.57,366.07,-25.5,-135.012,5.359087332808812,71.61120479749023,UFV — Radiação solar,Residencial (RE),B1,2019-07-31,2025-09-29
PER763,LDA AZEVEDO,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,2700.0,350.56,26,26,340.36,350.55999999999995,-10.199999999999932,-10.2,12.605925925925925,97.09036969420356,UFV — Radiação solar,Comercial (CO),A4,2018-03-21,2025-11-30
BPN29904,LDA DOALHO,1159,SETD BRAS DE PINA,3304557,15017,BRAS DE PINA,3397.5,651.654,9,6,340.0,340.0,0.0,-311.654,10.007358351729213,52.17492718528544,UFV — Radiação solar,Comercial (CO),A4,2019-09-09,2025-11-30
PMG0018,LDA CAJAIBA,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,6952.5,339.01,51,51,339.01,339.01,0.0,0.0,4.876087738223661,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-05-29,2025-12-01
ROS007,LDA COMETA,18519985,SETD ROSALI,3305109,14996,ROSALI,10467.5,425.99,48,46,337.99,340.99,-3.0,-88.0,3.228946739909243,79.34223808070612,UFV — Radiação solar,Residencial (RE),B1,2021-06-11,2025-12-17
CSO009,LDA CRAVO,18520821,SETD COMENDADOR SOARES,3303500,15048,COMENDADOR SOARES,8525.0,347.45,29,27,337.84999999999997,337.84999999999997,0.0,-9.6,3.963049853372434,97.23701251978703,UFV — Radiação solar,Residencial (RE),B1,2021-01-14,2025-12-01
CXS024,LDA BILAC,18520785,SETD CAXIAS,3301702,15699,SAO JOAO,5752.5,337.88,27,27,337.23,337.88,-0.6499999999999773,-0.65,5.86232073011734,99.80762400852373,UFV — Radiação solar,Comercial (CO),B3,2018-11-14,2025-06-06
PMG0017,LDA IMPERADOR,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,5365.0,446.499,48,46,336.39,336.39,0.0,-110.109,6.270083876980428,75.33947444451162,UFV — Radiação solar,Residencial (RE),B1,2019-08-21,2025-09-23
ABR002,LDA AMARUI,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,12217.5,346.06,33,31,336.15999999999997,336.15999999999997,0.0,-9.9,2.75146306527522,97.13922441195169,UFV — Radiação solar,Residencial (RE),B3,2020-03-31,2025-12-17
PER809,LDA RODRIMAR,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,6892.5,334.88,40,40,334.88,334.88,0.0,0.0,4.8586144359811385,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-09-06,2025-12-11
BAR4998,LDS 4998/LDA LAGO,10385907,SETD BARRA,3304557,15013,BARRA AEREO,7262.5,346.57,45,44,334.37,337.37,-3.0,-12.2,4.604061962134251,96.47978763309,UFV — Radiação solar,Residencial (RE),B1,2016-05-13,2025-11-30
CCD724,LDA RIBEIRO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,6660.0,358.83,46,44,334.13,334.13,0.0,-24.7,5.016966966966967,93.11651757099463,UFV — Radiação solar,Residencial (RE),B1,2019-08-22,2025-12-03
ROS002,LDA METEORO,18519985,SETD ROSALI,3305109,14996,ROSALI,8617.5,343.7,35,34,333.7,333.7,0.0,-10.0,3.872352770525094,97.09048588885656,UFV — Radiação solar,Residencial (RE),B1,2020-06-10,2025-11-30
MTC013,LDA TEJUPA,1276,SETD MATURACA,3304557,15031,MATURACA AEREO,8532.5,341.36,28,27,332.56,338.36,-5.800000000000011,-8.8,3.897568121886903,97.42207640028123,UFV — Radiação solar,Comercial (CO),B3,2019-07-26,2025-11-30
CCD00001,LDA IBERIA,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,7895.0,339.89,48,47,331.89000000000004,331.89000000000004,0.0,-8.0,4.203799873337556,97.64629733148962,UFV — Radiação solar,Residencial (RE),B1,2020-03-31,2025-08-21
GNB33413,LDA MITA,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,6815.0,330.76,48,48,330.76,330.76,0.0,0.0,4.853411592076302,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-09-30,2025-11-10
MRT3710,LDA CARIOCA,1312,SETD MERITI,3305109,14993,MERITI,1800.0,329.8,2,2,329.8,329.8,0.0,0.0,18.322222222222223,100.0,UFV — Radiação solar,Comercial (CO),A4,2021-12-06,2024-08-07
BMT29868,LDA BASTOS,1195,SETD BOCA DO MATO,3304557,15055,BOCA DO MATO AEREO,7845.0,346.22,47,46,328.72,330.22,-1.5,-17.5,4.190184831102613,94.94541043267286,UFV — Radiação solar,Residencial (RE),B1,2019-01-03,2025-12-10
GNB29176,LDA ERICO,1150,SETD GUANABARA,3304557,15037,GUANABARA AEREO,6337.5,329.3,42,42,328.28,329.29999999999995,-1.0199999999999818,-1.02,5.179960552268245,99.69025204980261,UFV — Radiação solar,Residencial (RE),B1,2019-08-06,2025-09-05
REC0012,LDA GROTAFUNDA,132097219,SETD RECREIO,3304557,14999,RECREIO,3102.5,357.88,39,38,327.88,327.88,0.0,-30.0,10.568251410153103,91.61730188890131,UFV — Radiação solar,Residencial (RE),B1,2019-11-07,2025-08-20
PMG0016,LDA MARCIANO,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,7620.0,326.97,35,35,326.96999999999997,326.96999999999997,0.0,-0.0,4.2909448818897635,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-09-06,2025-05-16
ABR017,LDA PIAM,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,6592.5,332.44,41,40,326.44,326.44,0.0,-6.0,4.9516875237011755,98.195163036939,UFV — Radiação solar,Residencial (RE),B1,2019-05-23,2025-06-23
QMD008,LSA CAMPONEZA,18520893,SETD QUEIMADOS,3304144,15043,SEROPEDICA AEREO,27610.0,491.095,33,31,326.27000000000004,326.27000000000004,0.0,-164.825,1.181709525534227,66.43724737576233,UFV — Radiação solar,Residencial (RE),B1,2019-08-14,2025-12-12
PVN0005,LDA JAVATA,1303,SETD PAVUNA,3304557,14994,PAVUNA,7357.5,329.89,51,50,325.28999999999996,325.28999999999996,0.0,-4.6,4.421202854230376,98.60559580466216,UFV — Radiação solar,Residencial (RE),B1,2020-03-03,2025-12-17
CCD34455,LDA CAMPINHO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,6900.0,325.82,35,34,324.82,324.82,0.0,-1.0,4.707536231884058,99.69308206985453,UFV — Radiação solar,Residencial (RE),B1,2019-03-22,2025-12-23
MNB001,LDA SALUSSE,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,8917.5,343.24,52,50,323.53999999999996,323.53999999999996,0.0,-19.7,3.6281469021586763,94.26057569047896,UFV — Radiação solar,Residencial (RE),B1,2019-07-17,2025-11-30
SCO24005,LDS 24005/LRA CAPURI/LRA HERBERT,10386060,SETD SAO CONRADO,3304557,15053,SAO CONRADO AEREO,4875.0,348.57,24,23,322.37,325.37,-3.0,-26.2,6.612717948717949,92.48357575235964,UFV — Radiação solar,Residencial (RE),B1,2020-02-18,2025-07-09
ROS013,LDA MARTE,18519985,SETD ROSALI,3305109,14996,ROSALI,4387.5,323.69,37,37,320.39000000000004,323.69,-3.2999999999999545,-3.3,7.302336182336183,98.98050603972938,UFV — Radiação solar,Residencial (RE),B1,2020-07-22,2025-11-18
CBI33806,LDA HONORIO,1141,SETD CACHAMBI,3304557,15027,CACHAMBI AEREO,7532.5,324.07,19,18,320.07,320.07,0.0,-4.0,4.2491868569532025,98.76569876878452,UFV — Radiação solar,Comercial (CO),B3,2020-02-03,2025-12-10
ABR00021,LDA ABATINGA,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,10252.5,319.21,46,46,319.21000000000004,319.21000000000004,0.0,0.0,3.1134845159717144,100.00000000000001,UFV — Radiação solar,Residencial (RE),B1,2019-05-15,2025-11-27
TQR60111,LDA TINDIBA,10385871,SETD TAQUARA,3304557,15023,TAQUARA AEREO,10815.0,323.01,40,39,319.01,321.01,-2.0,-4.0,2.9496994914470642,98.76164824618434,UFV — Radiação solar,Residencial (RE),B1,2021-05-28,2025-11-30
CRO012,LDA RAVEL,18521055,SETD COELHO DA ROCHA,3305109,15035,COELHO DA ROCHA,6180.0,318.89,24,24,318.89,318.89,0.0,0.0,5.160032362459547,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-03-20,2025-11-30
INF0004,LSA ALBUQUERQUE,449886789,SETD INFLUENCIA,3301207,15091,SAPUCAIA,7747.5,824.97,28,22,318.38,318.38,0.0,-506.59,4.10945466279445,38.5929185303708,UFV — Radiação solar,Residencial (RE),B1,2020-04-02,2025-08-16
TRV626,LDA FAUSTO,10385898,SETD TROVAO,3304557,15020,TROVAO AEREO,5047.5,546.872,16,15,318.29999999999995,318.29999999999995,0.0,-228.572,6.306092124814263,58.20374786055969,UFV — Radiação solar,Comercial (CO),B3,2019-09-05,2025-12-08
VVQ9951,LDA MARAN,1177,SETD VILA VALQUEIRE,3304557,15032,VILA VALQUEIRE,6180.0,319.26,35,35,317.26,319.26,-2.0,-2.0,5.133656957928802,99.3735513374679,UFV — Radiação solar,Residencial (RE),B1,2020-12-07,2025-09-01
ITP00005,LDA CASUARINA,10385988,SETD ITAPEBA,3304557,15066,ITAPEBA AEREO URBANO,2047.5,402.94,52,50,317.23,317.23,0.0,-85.71,15.493528693528694,78.72884300392118,UFV — Radiação solar,Residencial (RE),B1,2019-05-13,2025-09-10
SAT9693,LDS 24090,10385970,SETD SANTO ANTONIO,3304557,15083,SANTO ANTONIO SUBTERRANEO,7430.0,317.1,10,10,317.1,317.1,0.0,0.0,4.267833109017497,100.0,UFV — Radiação solar,Comercial (CO),B3,2021-10-28,2025-07-07
PVN0006,LDA PECANHA,1303,SETD PAVUNA,3304557,15057,MENA BARRETO AEREO,3862.5,321.25,24,23,315.25,315.25,0.0,-6.0,8.161812297734627,98.13229571984436,UFV — Radiação solar,Comercial (CO),B3,2021-01-14,2025-09-03
PCI0006,LDA SANTA EUGENIA,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,9517.5,327.22,50,49,314.2200000000001,321.2200000000001,-7.0,-13.0,3.3014972419227746,96.02713770551924,UFV — Radiação solar,Residencial (RE),B1,2019-08-13,2025-12-04
PCI0011,LDA DUARTINA,450101398,SETD PACIENCIA,3304557,16900,PACIENCIA,8542.5,318.26,43,42,313.76,313.76,0.0,-4.5,3.672929470295581,98.58606171055112,UFV — Radiação solar,Residencial (RE),B1,2020-03-14,2025-11-30
CLG0015,LDA GUIRAREIA,1249,SETD COLEGIO,3304557,15002,TURIACU,7042.5,313.48,33,33,313.48,313.48,0.0,0.0,4.451260205892794,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-07-26,2025-12-02
TRV607,LDA NITEROI,10385898,SETD TROVAO,3304557,15020,TROVAO AEREO,8645.0,674.0,20,19,312.5,344.0,-31.5,-361.5,3.6148062463851938,46.36498516320475,UFV — Radiação solar,Comercial (CO),B3,2017-05-31,2025-11-30
MNB019,LDA BEIJAFLOR,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,5000.0,383.148,37,36,312.37,286.17,26.19999999999999,-70.778,6.2474,81.52724273648825,UFV — Radiação solar,Residencial (RE),B1,2019-05-23,2025-12-03
NIG015,LDA GUADALAJARA,18519976,SETD NOVA IGUACU,3303500,15692,NOVA IGUACU,11025.0,312.01,37,37,312.01,312.01,0.0,0.0,2.8300226757369615,100.0,UFV — Radiação solar,Residencial (RE),B1,2019-08-01,2025-11-17
MNB010,LDA MIRANDELA,18520902,SETD MENA BARRETO,3302858,15057,MENA BARRETO AEREO,7912.5,310.66,35,35,310.65999999999997,310.65999999999997,0.0,-0.0,3.926192733017377,99.99999999999999,UFV — Radiação solar,Residencial (RE),B1,2019-12-18,2025-12-11
ABR00020,LDA ESTUDANTE,18520731,SETD AREIA BRANCA,3300456,15054,AREIA BRANCA AEREO,12165.0,310.0,31,31,310.0,310.0,0.0,0.0,2.548294286888615,100.0,UFV — Radiação solar,Residencial (RE),B3,2019-05-07,2025-12-05
SJO0011,LDA CURUCA,310718139,SETD SAO JOAO,3301702,15699,SAO JOAO,7207.5,311.26,20,20,309.46,311.26,-1.8000000000000114,-1.8,4.293583073187651,99.42170532673649,UFV — Radiação solar,Comercial (CO),B3,2019-12-30,2025-07-03
LPD29168,LDA AQUINO,10386033,SETD LEOPOLDO,3304557,15030,LEOPOLDO AEREO,9490.0,309.32,25,25,309.32,309.32,0.0,0.0,3.259430979978925,100.0,UFV — Radiação solar,Comercial (CO),B3,2019-08-27,2025-12-09
ALC734,LDA BOULEVARD,10385889,SETD ALDEIA CAMPISTA,3304557,15033,ALDEIA CAMPISTA,7860.0,311.95,40,40,309.21000000000004,311.95000000000005,-2.740000000000009,-2.74,3.9339694656488553,99.12165411123578,UFV — Radiação solar,Residencial (RE),B1,2020-12-07,2025-12-05
RTO014,LDA ITAIPAVA,18520875,SETD RETIRO,3306305,14995,RETIRO,3150.0,316.61,25,24,308.61,308.61,0.0,-8.0,9.797142857142857,97.47323205205142,UFV — Radiação solar,Residencial (RE),B1,2019-12-14,2025-09-12
BMT0001,LDA DEPAIVA,1195,SETD BOCA DO MATO,3304557,14998,PIEDADE,6180.0,336.13,39,38,306.13000000000005,306.13000000000005,0.0,-30.0,4.953559870550162,91.0748817421831,UFV — Radiação solar,Residencial (RE),B1,2019-01-14,2025-11-30
PMG014,LDA FONTENELE,18520479,SETD PADRE MIGUEL,3304557,15019,PADRE MIGUEL,4590.0,303.5,36,36,304.1,303.5,0.6000000000000227,0.6,6.625272331154685,100.19769357495882,UFV — Radiação solar,Residencial (RE),B1,2019-06-17,2025-11-30
ROS003,LDA QUAZAR,18519985,SETD ROSALI,3305109,14996,ROSALI,8040.0,295.5,18,18,303.70000000000005,295.5,8.200000000000045,8.2,3.7773631840796025,102.77495769881558,UFV — Radiação solar,Residencial (RE),B1,2017-12-29,2025-11-30
GDL24956,LDA COSTA,1258,SETD GUADALUPE,3304557,15036,GUADALUPE AEREO,5905.0,303.34,4,4,303.34000000000003,303.34000000000003,0.0,0.0,5.137002540220153,100.00000000000001,UFV — Radiação solar,Comercial (CO),A4,2021-08-10,2025-04-17
FTL009,LDA ORLANDELIA,18521064,SETD FONTINELE,3300407,15007,FONTINELE,5730.0,305.3,35,34,302.20000000000005,302.20000000000005,0.0,-3.1,5.2739965095986046,98.98460530625616,UFV — Radiação solar,Residencial (RE),B1,2019-08-13,2025-11-30
PER70299,LDA ARAGUARI,1240,SETD PEDRO ERNESTO,3304557,15061,PEDRO ERNESTO AEREO,7140.0,309.44,24,23,301.44000000000005,301.44000000000005,0.0,-8.0,4.221848739495799,97.41468459152019,UFV — Radiação solar,Residencial (RE),B1,2020-12-23,2025-02-28
TUR011,LDA TURQUESA,1294,SETD TURIACU,3304557,15002,TURIACU,11497.5,310.28,30,29,300.9,304.28,-3.3799999999999955,-9.38,2.617090671885192,96.97692406858322,UFV — Radiação solar,Residencial (RE),B1,2020-10-07,2025-11-30
CAM001,LDA SULAME,18520488,SETD CAMARA,3304557,14991,CAMARA,5782.5,306.31,32,31,300.87,300.87,0.0,-5.44,5.203112840466926,98.22402141621234,UFV — Radiação solar,Residencial (RE),B1,2020-01-31,2025-06-04
CMS011,LDA GUARU,18520839,SETD COSMOS,3304557,16897,COSMOS,7537.5,323.3,36,34,300.3,300.3,0.0,-23.0,3.9840796019900497,92.88586452211568,UFV — Radiação solar,Comercial (CO),B3,2019-02-13,2025-07-01
CAM014,LDA ARIMBU,18520488,SETD CAMARA,3304557,14991,CAMARA,3457.5,297.01,34,34,300.01,297.01,3.0,3.0,8.67707881417209,101.01006700111108,UFV — Radiação solar,Residencial (RE),B1,2019-11-21,2025-06-17
SJO0013,LDA DONACLARA,310718139,SETD SAO JOAO,3301702,15699,SAO JOAO,7237.5,304.79,21,21,298.78999999999996,304.78999999999996,-6.0,-6.0,4.128359240069084,98.03143147741066,UFV — Radiação solar,Comercial (CO),B3,2019-04-18,2025-11-30
CCD815,LDA BENICIO,1186,SETD CASCADURA,3304557,15034,CASCADURA AEREO,9630.0,300.77,30,29,298.52,298.52,0.0,-2.25,3.099896157840083,99.25192007181568,UFV — Radiação solar,Comercial (CO),B3,2019-12-18,2025-12-11
ROS012,LDA JUPITER,18519985,SETD ROSALI,3305109,14996,ROSALI,4132.5,318.56,49,46,297.01,299.06,-2.0500000000000114,-21.55,7.187174833635813,93.23518332496234,UFV — Radiação solar,Residencial (RE),B1,2019-06-10,2025-11-14
