CTMT_A,CTMT_B,SUB_A,SUB_B,SUB_NOME_A,SUB_NOME_B,CONJ_A,CONJ_B,CONJ_NOME_A,CONJ_NOME_B,n_ties_campo,n_ties_telecomandadas,chaves,chaves_telecomandadas
CHR0007,CHR018,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15029,15011,JABOATAO AEREO,CACHAMORRA,2,1,20769319;756096174,756096174
CHR009,CHR021,18520758,18520758,SETD CACHAMORRA,SETD CACHAMORRA,15011,15011,CACHAMORRA,CACHAMORRA,2,1,20735868;709330228,709330228
CLG0009,TUR011,1249,1294,SETD COLEGIO,SETD TURIACU,15021,15002,COLEGIO AEREO,TURIACU,2,1,1588999;998385127,998385127
CLG0013,VGE33444,1249,1267,SETD COLEGIO,SETD VIGARIO GERAL,15021,15062,COLEGIO AEREO,VIGARIO GERAL AEREO,2,1,1600633;959318325,959318325
CMR1569,CMR33090,10386015,10386015,SETD CAMERINO,SETD CAMERINO,15068,15068,CAMERINO AEREO URBANO,CAMERINO AEREO URBANO,2,1,762893607;762893617,762893607
CMR33090,CMT29137,10386015,10386051,SETD CAMERINO,SETD CAMPO MARTE,15068,15047,CAMERINO AEREO URBANO,CAMPO MARTE AEREO,2,1,471846445;519063016,519063016
CMS003,CMS007,18520839,18520839,SETD COSMOS,SETD COSMOS,16897,16897,COSMOS,COSMOS,2,1,20709002;988272761,988272761
CMS003,JAB013,18520839,18520749,SETD COSMOS,SETD JABOATAO,16897,15029,COSMOS,JABOATAO AEREO,2,1,20814652;753798904,753798904
CMS004,PCI0006,18520839,450101398,SETD COSMOS,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,2,1,20667653;766771071,766771071
CMS004,PCI0010,18520839,450101398,SETD COSMOS,SETD PACIENCIA,16900,16900,PACIENCIA,PACIENCIA,2,1,20717633;757878187,757878187
CMS008,CMS012,18520839,18520839,SETD COSMOS,SETD COSMOS,16897,16897,COSMOS,COSMOS,2,1,20690095;771670512,771670512
CMS008,JAB00017,18520839,18520749,SETD COSMOS,SETD JABOATAO,16897,15029,COSMOS,JABOATAO AEREO,2,1,480412737;963079850,963079850
CMS009,CMS015,18520839,18520839,SETD COSMOS,SETD COSMOS,16897,16897,COSMOS,COSMOS,2,1,20746763;688972373,688972373
CMS011,JAB00023,18520839,18520749,SETD COSMOS,SETD JABOATAO,16897,15029,COSMOS,JABOATAO AEREO,2,1,678018340;678018413,678018340
CMT29137,TRV705,10386051,10385898,SETD CAMPO MARTE,SETD TROVAO,15047,15020,CAMPO MARTE AEREO,TROVAO AEREO,2,1,445481035;746907047,746907047
CMT29278,CMT29359,10386051,10386051,SETD CAMPO MARTE,SETD CAMPO MARTE,15047,15047,CAMPO MARTE AEREO,CAMPO MARTE AEREO,2,1,770343605;770343666,770343605
CRM0003,CSO013,280389625,18520821,SETD CARMARI,SETD COMENDADOR SOARES,15691,15048,CARMARI,COMENDADOR SOARES,2,1,764821646;764821655,764821655
CRM0008,CSO005,280389625,18520821,SETD CARMARI,SETD COMENDADOR SOARES,15691,15048,CARMARI,COMENDADOR SOARES,2,1,926396232;926396252,926396232
CRM0008,CSO010,280389625,18520821,SETD CARMARI,SETD COMENDADOR SOARES,15691,15048,CARMARI,COMENDADOR SOARES,2,1,550047088;995284863,995284863
CRM0008,CSO013,280389625,18520821,SETD CARMARI,SETD COMENDADOR SOARES,15691,15048,CARMARI,COMENDADOR SOARES,2,1,20715806;970379767,970379767
CRM0012,RFR005,280389625,18520767,SETD CARMARI,SETD ROCHA FREIRE,15691,15693,CARMARI,ROCHA FREIRE AEREO AT/MT,2,1,60064739;780984212,780984212
CRO00010,ROS004,18521055,18519985,SETD COELHO DA ROCHA,SETD ROSALI,15035,14996,COELHO DA ROCHA,ROSALI,2,1,687675608;825989601,825989601
CRO001,CRO007,18521055,18521055,SETD COELHO DA ROCHA,SETD COELHO DA ROCHA,15035,15035,COELHO DA ROCHA,COELHO DA ROCHA,2,1,1007475524;20711151,1007475524
CRO0013,VTL001,18521055,18520794,SETD COELHO DA ROCHA,SETD VILAR DOS TELES,15054,15072,AREIA BRANCA AEREO,VILAR DOS TELES AEREO,2,1,693545531;693545543,693545543
CRO009,ROS007,18521055,18519985,SETD COELHO DA ROCHA,SETD ROSALI,15035,14996,COELHO DA ROCHA,ROSALI,2,1,935138813;935138831,935138831
CSO002,CSO014,18520821,18520821,SETD COMENDADOR SOARES,SETD COMENDADOR SOARES,15048,15048,COMENDADOR SOARES,COMENDADOR SOARES,2,1,697096643;702760414,702760414
CSO003,CSO014,18520821,18520821,SETD COMENDADOR SOARES,SETD COMENDADOR SOARES,15048,15048,COMENDADOR SOARES,COMENDADOR SOARES,2,1,20672175;975893167,975893167
CSO003,NIG005,18520821,18519976,SETD COMENDADOR SOARES,SETD NOVA IGUACU,15048,15692,COMENDADOR SOARES,NOVA IGUACU,2,1,744845871;744845942,744845871
CSO008,CSO010,18520821,18520821,SETD COMENDADOR SOARES,SETD COMENDADOR SOARES,15048,15048,COMENDADOR SOARES,COMENDADOR SOARES,2,1,20819524;761188874,761188874
CUR33119,TQR33839,10386042,10385871,SETD CURICICA,SETD TAQUARA,16901,15023,CURICICA AEREO,TAQUARA AEREO,2,1,11120185;628345391,628345391
CXS004,WLS00013,18520785,18519994,SETD CAXIAS,SETD WASHINGTON LUIS,15700,15073,CAXIAS AEREO,WASHINGTON LUIS AEREO,2,1,952971790;952971799,952971790
CXS006,CXS011,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,2,1,287324441;777085268,777085268
CXS007,CXS011,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,2,1,471923637;865159477,865159477
CXS008,CXS011,18520785,18520785,SETD CAXIAS,SETD CAXIAS,15700,15700,CAXIAS AEREO,CAXIAS AEREO,2,1,466097201;756109079,756109079
CXS009,WLS00011,18520785,18519994,SETD CAXIAS,SETD WASHINGTON LUIS,15700,15073,CAXIAS AEREO,WASHINGTON LUIS AEREO,2,1,111304811;941450993,941450993
DMC3149,TRG742,1168,1204,SETD DEMOCRATICOS,SETD TRIAGEM,15056,15024,DEMOCRATICOS AEREO,TRIAGEM AEREO,2,1,1604553;770274984,770274984
DMC631,RAM0001,1168,1132,SETD DEMOCRATICOS,SETD RAMOS,15056,15056,DEMOCRATICOS AEREO,DEMOCRATICOS AEREO,2,1,630191806;630191815,630191815
ESP001,PCI0004,18519958,450101398,SETD ESPERANCA,SETD PACIENCIA,16899,16900,ESPERANCA AEREO AT/MT,PACIENCIA,2,1,27494647;991630627,991630627
ESP011,PCI0007,18519958,450101398,SETD ESPERANCA,SETD PACIENCIA,16899,16900,ESPERANCA AEREO AT/MT,PACIENCIA,2,1,456508063;691961014,691961014
FCN3728,RCP9818,10386105,10386006,SETD FREI CANECA,SETD RIO COMPRIDO,15049,15058,FREI CANECA AEREO,RIO COMPRIDO AEREO,2,1,625120585;625120595,625120595
FCN604,FCN929,10386105,10386105,SETD FREI CANECA,SETD FREI CANECA,15049,15049,FREI CANECA AEREO,FREI CANECA AEREO,2,1,29164383;341572787,29164383
FCN611,FCN744,10386105,10386105,SETD FREI CANECA,SETD FREI CANECA,15049,15049,FREI CANECA AEREO,FREI CANECA AEREO,2,1,11151619;31350633,31350633
FND3262,GNB34726,1222,1150,SETD FUNDAO,SETD GUANABARA,15040,15037,GOVERNADOR AEREO,GUANABARA AEREO,2,1,1606989;941137501,941137501
FTL002,SDD001,18521064,18520398,SETD FONTINELE,SETD SAUDADE,15007,15001,FONTINELE,SAUDADE,2,1,697933960;803819709,697933960
FTL003,FTL014,18521064,18521064,SETD FONTINELE,SETD FONTINELE,15007,15007,FONTINELE,FONTINELE,2,1,860616431;860616440,860616440
FTL003,VRD017,18521064,18520470,SETD FONTINELE,SETD VOLTA REDONDA,15007,15086,FONTINELE,VOLTA REDONDA AEREO MT/MT,2,1,1003065529;20733775,1003065529
FTL004,FTL007,18521064,18521064,SETD FONTINELE,SETD FONTINELE,15007,15007,FONTINELE,FONTINELE,2,1,1003602355;687636885,1003602355
FTL006,VRD017,18521064,18520470,SETD FONTINELE,SETD VOLTA REDONDA,15007,15086,FONTINELE,VOLTA REDONDA AEREO MT/MT,2,1,32321114;474839307,474839307
FTL012,RTO013,18521064,18520875,SETD FONTINELE,SETD RETIRO,15007,14995,FONTINELE,RETIRO,2,1,264858350;625038995,625038995
FTL013,RTO010,18521064,18520875,SETD FONTINELE,SETD RETIRO,15007,14995,FONTINELE,RETIRO,2,1,653863263;653863272,653863263
GDL00002,VGE3890,1258,1267,SETD GUADALUPE,SETD VIGARIO GERAL,15036,15062,GUADALUPE AEREO,VIGARIO GERAL AEREO,2,1,932699791;932699801,932699801
GDL0003,GDL29969,1258,1258,SETD GUADALUPE,SETD GUADALUPE,15036,15036,GUADALUPE AEREO,GUADALUPE AEREO,2,1,1002451546;539974818,1002451546
GDL24901,PVN9815,1258,1303,SETD GUADALUPE,SETD PAVUNA,15036,14994,GUADALUPE AEREO,PAVUNA,2,1,45490810;458363736,458363736
GDL29585,PMG013,1258,18520479,SETD GUADALUPE,SETD PADRE MIGUEL,15036,15019,GUADALUPE AEREO,PADRE MIGUEL,2,1,1584442;538132727,538132727
GDL29721,TUR006,1258,1294,SETD GUADALUPE,SETD TURIACU,15036,15002,GUADALUPE AEREO,TURIACU,2,1,1588775;778472221,778472221
GDL29721,TUR012,1258,1294,SETD GUADALUPE,SETD TURIACU,15036,15002,GUADALUPE AEREO,TURIACU,2,1,1588705;969207387,969207387
GDL29792,PMG013,1258,18520479,SETD GUADALUPE,SETD PADRE MIGUEL,15036,15019,GUADALUPE AEREO,PADRE MIGUEL,2,1,1584435;538132727,538132727
GDN0012,PDG29857,457474244,10385916,SETD GARDENIA,SETD PORTA DAGUA,16903,16902,GARDENIA,PORTA DAGUA AEREO,2,1,693631368;7313364,693631368
GDN0012,PDG33434,457474244,10385916,SETD GARDENIA,SETD PORTA DAGUA,16903,16903,GARDENIA,GARDENIA,2,1,10917392;11102984,10917392
GDN0012,PDG33670,457474244,10385916,SETD GARDENIA,SETD PORTA DAGUA,16903,16902,GARDENIA,PORTA DAGUA AEREO,2,1,11117560;470068546,470068546
GNB29257,GNB29340,1150,1150,SETD GUANABARA,SETD GUANABARA,15037,15037,GUANABARA AEREO,GUANABARA AEREO,2,1,1629921;707522460,707522460
IMT010,IMT012,18520929,18520929,SETD INMETRO,SETD INMETRO,14997,14997,INMETRO,INMETRO,2,1,495643735;495643745,495643745
INF0003,INF0005,449886789,449886789,SETD INFLUENCIA,SETD INFLUENCIA,15091,15091,SAPUCAIA,SAPUCAIA,2,1,536179105;946324654,946324654
ITP000,ITP33172,10385988,10385988,SETD ITAPEBA,SETD ITAPEBA,15060,15066,ITAPEBA SUBTERRANEO,ITAPEBA AEREO URBANO,2,1,283365421;926984524,283365421
ITP000,REC00008,10385988,132097219,SETD ITAPEBA,SETD RECREIO,15060,14999,ITAPEBA SUBTERRANEO,RECREIO,2,1,132763040;960061157,960061157
ITP000,REC6,10385988,132097219,SETD ITAPEBA,SETD RECREIO,15060,14999,ITAPEBA SUBTERRANEO,RECREIO,2,1,155202367;960061157,960061157
ITP0006,ITP0100,10385988,10385988,SETD ITAPEBA,SETD ITAPEBA,15066,15066,ITAPEBA AEREO URBANO,ITAPEBA AEREO URBANO,2,1,114001509;25317914,25317914
ITP0100,ITP33147,10385988,10385988,SETD ITAPEBA,SETD ITAPEBA,15066,15066,ITAPEBA AEREO URBANO,ITAPEBA AEREO URBANO,2,1,135433284;587591034,587591034
JAB00016,JAB00022,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,2,1,56982503;756310885,756310885
JAB003,JAB012,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,2,1,20781068;685223719,685223719
JAB004,JAB013,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,2,1,20814743;692497749,692497749
JAB007,JAB015,18520749,18520749,SETD JABOATAO,SETD JABOATAO,15029,15029,JABOATAO AEREO,JABOATAO AEREO,2,1,486059348;971873988,971873988
JAB009,STS005,18520749,18521136,SETD JABOATAO,SETD SANTISSIMO,15029,15042,JABOATAO AEREO,SANTISSIMO AEREO,2,1,20738311;689865516,689865516
LPD29159,URG29718,10386033,10385979,SETD LEOPOLDO,SETD URUGUAI,15030,15025,LEOPOLDO AEREO,URUGUAI AEREO,2,1,11093916;998505392,998505392
LPD29168,LPD33251,10386033,10386033,SETD LEOPOLDO,SETD LEOPOLDO,15030,15030,LEOPOLDO AEREO,LEOPOLDO AEREO,2,1,739882027;739882036,739882027
MNB00008,MNB014,18520902,18520902,SETD MENA BARRETO,SETD MENA BARRETO,15057,15057,MENA BARRETO AEREO,MENA BARRETO AEREO,2,1,20727216;960207148,960207148
MNB014,NIG006,18520902,18519976,SETD MENA BARRETO,SETD NOVA IGUACU,15057,15692,MENA BARRETO AEREO,NOVA IGUACU,2,1,20727349;960082684,960082684
MNB016,NIG014,18520902,18519976,SETD MENA BARRETO,SETD NOVA IGUACU,15057,15692,MENA BARRETO AEREO,NOVA IGUACU,2,1,20726971;926786954,926786954
MNB017,PVN0004,18520902,1303,SETD MENA BARRETO,SETD PAVUNA,15057,14994,MENA BARRETO AEREO,PAVUNA,2,1,30032501;584928807,584928807
MRT29825,ROS005,1312,18519985,SETD MERITI,SETD ROSALI,14993,14996,MERITI,ROSALI,2,1,767050196;767050205,767050196
MRT3930,WLS00011,1312,18519994,SETD MERITI,SETD WASHINGTON LUIS,14993,15073,MERITI,WASHINGTON LUIS AEREO,2,1,1607591;941455300,941455300
MRT9928,ROS017,1312,18519985,SETD MERITI,SETD ROSALI,14993,14996,MERITI,ROSALI,2,1,746400357;746400367,746400367
MRT9954,ROS016,1312,18519985,SETD MERITI,SETD ROSALI,14993,14996,MERITI,ROSALI,2,1,25223422;621719771,621719771
MRT9954,VGE35061,1312,1267,SETD MERITI,SETD VIGARIO GERAL,14993,15062,MERITI,VIGARIO GERAL AEREO,2,1,1610279;990183590,990183590
MTO00001,PCI0005,29148432,450101398,SETD MATO ALTO,SETD PACIENCIA,16898,16900,MATO ALTO,PACIENCIA,2,1,22686664;988229752,988229752
NIG003,NIG012,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,2,1,697122427;702777580,702777580
NIG012,NIG013,18519976,18519976,SETD NOVA IGUACU,SETD NOVA IGUACU,15692,15692,NOVA IGUACU,NOVA IGUACU,2,1,755469277;755469286,755469277
NIG030,STC00008,18519976,34192093,SETD NOVA IGUACU,SETD SANTA CLARA,15692,15052,NOVA IGUACU,SANTA CLARA AEREO,2,1,1007694522;20748142,1007694522
PCI0006,PCI3620,450101398,450101398,SETD PACIENCIA,SETD PACIENCIA,16900,16897,PACIENCIA,COSMOS,2,1,20815828;771915285,771915285
PDD33543,PDD3984,1231,1231,SETD PIEDADE,SETD PIEDADE,14998,14998,PIEDADE,PIEDADE,2,1,1588425;988345752,988345752
PDD9873,TER913,1231,1123,SETD PIEDADE,SETD TERRA NOVA,14998,15044,PIEDADE,TERRA NOVA AEREO,2,1,1600500;869822754,869822754
PDG208,PDG280,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,,16902,,PORTA DAGUA AEREO,2,1,696727360;878294821,696727360
PDG208,TQR00001,10385916,10385871,SETD PORTA DAGUA,SETD TAQUARA,,15023,,TAQUARA AEREO,2,1,131940431;696727360,696727360
PDG29724,PDG33651,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,2,1,11102452;688882188,688882188
PDG29731,PDG29820,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,2,1,11064781;30946879,30946879
PDG29776,PDG33499,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,2,1,137451227;707818751,707818751
PDG29820,PDG33651,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,2,1,139366213;765062074,765062074
PDG33010,PDG33662,10385916,10385916,SETD PORTA DAGUA,SETD PORTA DAGUA,16902,16902,PORTA DAGUA AEREO,PORTA DAGUA AEREO,2,1,138928290;764718551,764718551
PMG00019,PMG0017,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,2,1,20777771;757861011,757861011
PMG001,PMG005,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,2,1,20659726;996508658,996508658
PMG005,PMG009,18520479,18520479,SETD PADRE MIGUEL,SETD PADRE MIGUEL,15019,15019,PADRE MIGUEL,PADRE MIGUEL,2,1,675060043;772542216,772542216
PVN0002,PVN0006,1303,1303,SETD PAVUNA,SETD PAVUNA,14994,15057,PAVUNA,MENA BARRETO AEREO,2,1,1007273715;261015118,1007273715
QMD004,SRD004,18520893,18521154,SETD QUEIMADOS,SETD SEROPEDICA,15698,15043,QUEIMADOS AEREO,SEROPEDICA AEREO,2,1,20721154;628560015,628560015
REC00001,REC00003,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,2,1,773224939;773224948,773224939
REC00005,REC9,132097219,132097219,SETD RECREIO,SETD RECREIO,14999,14999,RECREIO,RECREIO,2,1,11055762;921591233,921591233
ROS00020,ROS014,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,2,1,139739701;986808500,986808500
ROS001,VGE00002,18519985,1267,SETD ROSALI,SETD VIGARIO GERAL,14996,14996,ROSALI,ROSALI,2,1,955170331;955170340,955170331
ROS003,ROS018,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,2,1,474207972;537497157,537497157
ROS012,ROS013,18519985,18519985,SETD ROSALI,SETD ROSALI,14996,14996,ROSALI,ROSALI,2,1,20722820;782220810,782220810
RTO001,VRD014,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,2,1,774568951;774568960,774568960
RTO002,RTO007,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,2,1,742338238;742338247,742338247
RTO003,VRD019,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15086,RETIRO,VOLTA REDONDA AEREO MT/MT,2,1,702094835;702094844,702094844
RTO006,RTO007,18520875,18520875,SETD RETIRO,SETD RETIRO,14995,14995,RETIRO,RETIRO,2,1,685210835;685210846,685210846
RTO009,VRD006,18520875,18520470,SETD RETIRO,SETD VOLTA REDONDA,14995,15084,RETIRO,VOLTA REDONDA AEREO AT/MT,2,1,645624481;793239283,793239283
SAT1038,SAT9693,10385970,10385970,SETD SANTO ANTONIO,SETD SANTO ANTONIO,15083,15083,SANTO ANTONIO SUBTERRANEO,SANTO ANTONIO SUBTERRANEO,2,1,11178824;732384743,732384743
SCI001,VRD021,18520299,18520470,SETD SANTA CECILIA,SETD VOLTA REDONDA,15090,15086,SANTA CECILIA AEREO MT/MT,VOLTA REDONDA AEREO MT/MT,2,1,482702344;482702354,482702344
SCI007,VIG002,18520299,18520371,SETD SANTA CECILIA,SETD VIGARIO,15090,15003,SANTA CECILIA AEREO MT/MT,VIGARIO,2,1,1003469163;494875078,1003469163
SCO0001,SCO29909,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,2,1,11036762;496429537,496429537
SCO24005,SCO29085,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,2,1,11062086;999080752,999080752
SCO33618,SCO33654,10386060,10386060,SETD SAO CONRADO,SETD SAO CONRADO,15053,15053,SAO CONRADO AEREO,SAO CONRADO AEREO,2,1,754494572;754494590,754494572
SDD002,VRD015,18520398,18520470,SETD SAUDADE,SETD VOLTA REDONDA,15001,15086,SAUDADE,VOLTA REDONDA AEREO MT/MT,2,1,298280749;499117598,499117598
SJO0006,VTL005,310718139,18520794,SETD SAO JOAO,SETD VILAR DOS TELES,15699,15072,SAO JOAO,VILAR DOS TELES AEREO,2,1,761957519;761957529,761957529
SJO0011,SRP004,310718139,18520803,SETD SAO JOAO,SETD SARAPUI,15699,15000,SAO JOAO,SARAPUI,2,1,22505668;30900294,30900294
SMT0001,SMT33668,10385997,10385997,SETD SAMARITANO,SETD SAMARITANO,15076,15078,SAMARITANO SUBTERRANEO,SAMARITANO AEREO URBANO,2,1,732393294;732393397,732393294
SRP014,VTL010,18520803,18520794,SETD SARAPUI,SETD VILAR DOS TELES,15000,15072,SARAPUI,VILAR DOS TELES AEREO,2,1,20716814;762558671,762558671
TER928,TER950,1123,1123,SETD TERRA NOVA,SETD TERRA NOVA,15044,15044,TERRA NOVA AEREO,TERRA NOVA AEREO,2,1,469789390;937229962,937229962
TQR00002,TQR00004,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,1,498189914;703009466,703009466
TQR0007,TQR33859,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,1,456619686;625884927,625884927
TQR33842,TQR60111,10385871,10385871,SETD TAQUARA,SETD TAQUARA,15023,15023,TAQUARA AEREO,TAQUARA AEREO,2,1,11056406;998685703,998685703
TRG2H035,TRV607,1204,10385898,SETD TRIAGEM,SETD TROVAO,15024,15020,TRIAGEM AEREO,TROVAO AEREO,2,1,1611301;924876161,924876161
TRG742,TRG959,1204,1204,SETD TRIAGEM,SETD TRIAGEM,15024,15024,TRIAGEM AEREO,TRIAGEM AEREO,2,1,1007329492;1599989,1007329492
TRS002,TRS011,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,2,1,20687449;983648110,983648110
TRS007,TRS010,18520326,18520326,SETD TRES RIOS,SETD TRES RIOS,15087,15088,TRES RIOS AEREO AT/MT,TRES RIOS AEREO MT/MT,2,1,57187510;655865618,655865618
TUR001,TUR008,1294,1294,SETD TURIACU,SETD TURIACU,15002,15002,TURIACU,TURIACU,2,1,1622788;707470912,707470912
TUR004,TUR012,1294,1294,SETD TURIACU,SETD TURIACU,15002,15002,TURIACU,TURIACU,2,1,984137656;984137665,984137656
URG29718,URG29931,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,1,823645024;824211896,824211896
URG29944,URG29990,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,1,11138016;626065285,626065285
URG29970,URG29983,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,1,11006717;977477633,977477633
URG29975,URG29990,10385979,10385979,SETD URUGUAI,SETD URUGUAI,15025,15025,URUGUAI AEREO,URUGUAI AEREO,2,1,1029641095;11117637,1029641095
VGE00001,VGE3758,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,1,1632497;989359138,989359138
VGE3665,VGE3740,1267,1267,SETD VIGARIO GERAL,SETD VIGARIO GERAL,15062,15062,VIGARIO GERAL AEREO,VIGARIO GERAL AEREO,2,1,1599387;918735717,918735717
VRD003,VRD009,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15084,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO AT/MT,2,1,1009304762;135823734,1009304762
VRD004,VRD021,18520470,18520470,SETD VOLTA REDONDA,SETD VOLTA REDONDA,15084,15086,VOLTA REDONDA AEREO AT/MT,VOLTA REDONDA AEREO MT/MT,2,1,20718466;461223510,461223510
VVQ9922,VVQ9968,1177,1177,SETD VILA VALQUEIRE,SETD VILA VALQUEIRE,15032,15032,VILA VALQUEIRE,VILA VALQUEIRE,2,1,1582272;771936753,771936753
ABR00020,ABR001,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20671258;20671265,
ABR00021,ABR002,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20661651;710609789,
ABR00021,ABR013,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,134586939;20676816,
ABR002,ABR015,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20661686;29311306,
ABR002,VTL004,18520731,18520794,SETD AREIA BRANCA,SETD VILAR DOS TELES,15054,15072,AREIA BRANCA AEREO,VILAR DOS TELES AEREO,2,0,571145007;571145036,
ABR003,CRO006,18520731,18521055,SETD AREIA BRANCA,SETD COELHO DA ROCHA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20747750;20747757,
ABR004,ABR009,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20819657;20819706,
ABR004,ABR016,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20686945;20819685,
ABR007,ABR015,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,111291997;20761105,
ABR007,VTL3781,18520731,18520794,SETD AREIA BRANCA,SETD VILAR DOS TELES,15054,15072,AREIA BRANCA AEREO,VILAR DOS TELES AEREO,2,0,20746987;20746994,
ABR008,NIG008,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,2,0,20714427;20714441,
ABR008,NIG016,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,2,0,20714441;20714469,
ABR011,ABR013,18520731,18520731,SETD AREIA BRANCA,SETD AREIA BRANCA,15054,15054,AREIA BRANCA AEREO,AREIA BRANCA AEREO,2,0,20671524;20676578,
ABR016,NIG013,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,2,0,20686791;20686910,
ABR017,NIG029,18520731,18519976,SETD AREIA BRANCA,SETD NOVA IGUACU,15054,15692,AREIA BRANCA AEREO,NOVA IGUACU,2,0,20766211;20766358,
AFR001,AFR008,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,2,0,20720902;20720916,
AFR001,CAM001,18520461,18520488,SETD ARI FRANCO,SETD CAMARA,15010,14991,ARI FRANCO,CAMARA,2,0,20805843;20805920,
AFR002,AFR010,18520461,18520461,SETD ARI FRANCO,SETD ARI FRANCO,15010,15010,ARI FRANCO,ARI FRANCO,2,0,20670775;20675402,
